,title,url,org,top_topic,flesch,gunning_fog
2930,"Bernie Sanders, Hillary Clinton: What progressive means",http://www.cnn.com/2016/02/04/politics/hillary-clinton-bernie-sanders-progressive-fight/index.html,cnn,Health Care,8.4,8.4
2932,Bernie Sanders Presses Anti-Wall Street Attack on Hillary Clinton,http://blogs.wsj.com/washwire/2016/01/19/bernie-sanders-presses-anti-wall-street-attack-on-hillary-clinton/,wsj,Financial Regulation,8.0,8.0
2937,"Bernie Sanders Will Ban Private Prisons. Hillary Clinton Accepted $133,246 From Prison Lobbyists",http://www.huffingtonpost.com/h-a-goodman/bernie-sanders-will-ban-private-prisons_b_9297568.html,huffpo,Financial Regulation,10.7,9.6
2939,Bernie Sanders Will Dominate Super Tuesday and Defeat Clinton in Southern States,http://www.huffingtonpost.com/h-a-goodman/bernie-sanders-will-dominate-super-tuesday-and-defeat-clinton-in-southern-states_b_9025190.html,huffpo,Immigration,12.3,11.2
2942,"Best of 'State of the Union': Trump, Clinton and Sanders",http://www.cnn.com/2016/01/17/politics/hillary-clinton-bernie-sanders-donald-trump-sotu/index.html,cnn,Health Care,5.2,7.6
2943,"Between Clinton and Sanders Camps, An Airing of Grievances",http://blogs.wsj.com/washwire/2016/01/30/between-clinton-and-sanders-camps-an-airing-of-grievances/,wsj,Campaign Finance,7.2,7.2
2957,"Bush bust as Cruz, Rubio, Clinton get million-dollar boosts",http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-21-US--Campaign%202016-Money-Guide/id-362a2b2846bf41c99f98895b723a5fb6,ap,Campaign Finance,8.0,8.0
2958,"Bush, Clinton, Obama: Obsessing over presidents's records in 2016 (Opinion)",http://www.cnn.com/2016/02/14/opinions/campaign-obsessed-with-past-presidents-zelizer/index.html,cnn,Foreign Policy/National Security,11.9,10.8
2969,"Capital Journal Daybreak: Clinton, Sanders Even in Early Races, More",http://blogs.wsj.com/washwire/2016/01/11/capital-journal-clinton-sanders-even-in-early-races-poll-finds-obama-aims-to-counter-gop-doom-and-gloom-jeb-bush-alumni-pound-the-pavement/,wsj,Campaign Finance,11.1,10.0
2970,"Capital Journal Daybreak: Clinton’s Lead Over Sanders Widens, More",http://blogs.wsj.com/washwire/2016/01/18/capital-journal-democratic-rivals-spar-ahead-of-iowa-caucus-u-s-delayed-iran-sanctions-to-avoid-derailing-prisoner-talks-poll-clintons-lead-over-sanders-widens/,wsj,Foreign Policy/National Security,9.9,8.8
2971,"Capital Journal Daybreak: Clinton’s Tactic of Emphasizing Experience Is Questioned, More",http://blogs.wsj.com/washwire/2016/01/25/capital-journal-behind-the-scenes-look-at-donald-trumps-attack-strategy-clintons-tactic-of-emphasizing-experience-is-questioned-will-markets-play-role-in-election-2016/,wsj,Foreign Policy/National Security,10.3,9.2
2972,Capital Journal Friday PM: Clinton Emails; Growing Divide in U.S. Economy; Top Stories of the Week,http://blogs.wsj.com/washwire/2016/01/29/capital-journal-friday-pm-income-for-recent-graduates-shows-growing-divide-in-u-s-economy-central-banks-try-unconventional-policy-tools-the-election-2016-money-race/,wsj,Foreign Policy/National Security,12.3,10.0
2989,CLASHING OVER HEALTH CARE Clinton accuses Sanders at debate   of plan to &lsquo;tear&rsquo; up ObamaCare,http://www.foxnews.com/politics/2016/01/17/clash-over-health-care-clinton-accuses-sanders-plan-to-tear-up-obamacare.html,fox,Health Care,10.3,10.4
2990,Clash over health care: Clinton accuses Sanders of plan to ‘tear’ up ObamaCare,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/QhN7yYA0MVQ/democratic-candidates-face-off-for-final-debate-before-iowa-contest.html,fox,Health Care,10.3,10.4
2993,Clinton ad pitches Nevada Hispanics on immigration,http://www.politico.com/story/2016/02/hillary-clinton-nevada-hispanics-219429,politico,Immigration,9.9,12.4
2994,Clinton ad touts foreign policy chops in '3 a.m. phone call' redux,http://www.politico.com/story/2016/01/hillary-clinton-3-am-phone-call-ad-218101,politico,Foreign Policy/National Security,8.3,10.8
2996,"Clinton aides' cybersecurity emails go from 38,000 to one",http://www.politico.com/blogs/under-the-radar/2016/01/clinton-aides-cybersecurity-emails-217382,politico,Campaign Finance,10.3,11.6
2998,"Clinton allies forming group to protect, register voters",http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-02-10-US--DEM%202016-Voting%20Rights/id-e858b2a5987a4e69a7937681bad81331,ap,Campaign Finance,13.0,12.0
3002,Clinton ally pushed for help on State Dept. contracts,http://www.politico.com/story/2016/01/hillary-clinton-state-department-contracts-217427,politico,Financial Regulation,10.3,11.6
3004,Clinton and Sanders agree to 4 more debates,http://www.politico.com/story/2016/01/clinton-and-sanders-four-more-debates-218448,politico,Campaign Finance,7.9,10.4
3013,"Clinton and Sanders vigorously spar in New Hampshire debate, a sign of things to come",http://www.latimes.com/la-na-0205-new-hampshire-primary-debate-20160205-story.html,latimes,Foreign Policy/National Security,10.7,9.6
3017,Clinton attacks Sanders' gun record ahead of Charleston debate,http://www.politico.com/story/2016/01/hillary-clinton-bernie-sanders-guns-217898,politico,Campaign Finance,7.6,10.0
3018,Clinton Backers Launch Bid to Expand Minority Voter Turnout,http://blogs.wsj.com/washwire/2016/02/10/clinton-backers-launch-bid-to-expand-minority-voter-turnout/,wsj,Campaign Finance,9.1,8.0
3029,"Clinton campaign ad targets Trump, Cruz on foreign policy",http://www.politico.com/story/2016/01/new-clinton-ad-217538,politico,Foreign Policy/National Security,7.9,10.4
3030,Clinton campaign casts Sanders as a foreign policy lightweight,http://www.cnn.com/2016/01/21/politics/hillary-clinton-bernie-sanders-foreign-policy/index.html,cnn,Foreign Policy/National Security,9.5,9.6
3031,Clinton Campaign Challenges Sanders to Release Health Plan Details,http://blogs.wsj.com/washwire/2016/01/13/clinton-campaign-challenges-sanders-to-release-health-plan-details/,wsj,Health Care,8.7,8.8
3040,Clinton campaign reports $15 million haul for January,http://www.politico.com/story/2016/02/hillary-clinton-january-fundraising-218749,politico,Campaign Finance,9.5,12.0
3045,Clinton campaigns with aide linked to illegal 2008 'shadow campaign',http://feeds.foxnews.com/~r/foxnews/most-popular/~3/HXxkECfpqkg/clinton-campaigns-with-aide-linked-to-illegal-2008-shadow-campaign.html,fox,Campaign Finance,11.9,10.8
3046,Clinton campaign to Sanders: Endorse our Wall Street reform plan,http://www.cnn.com/2016/01/04/politics/hillary-clinton-wall-street-bernie-sanders/index.html,cnn,Financial Regulation,10.7,12.0
3048,Clinton Campaign Wields Former National Security Officials to Weaken Sanders,http://blogs.wsj.com/washwire/2016/01/19/clinton-campaign-wields-former-national-security-officials-to-weaken-sanders/,wsj,Foreign Policy/National Security,8.8,7.6
3051,Clinton camp to Sanders: Stop the Iowa conspiracy theories,http://www.politico.com/story/2016/02/hillary-clinton-bernie-sanders-iowa-218803,politico,Foreign Policy/National Security,8.7,11.2
3052,Clinton Camp Tries to Pre-Empt Sanders’s Wall Street Speech,http://blogs.wsj.com/washwire/2016/01/04/clinton-camp-tries-to-pre-empt-sanderss-wall-street-speech/,wsj,Financial Regulation,12.3,11.2
3054,Clinton changes tone on Sanders,http://www.politico.com/story/2016/01/hillary-clinton-bernie-sanders-attacks-backfire-218091,politico,Health Care,7.9,10.4
3061,Clinton confronts rival Sanders as Iowa polls tighten,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-11-US--DEM%202016-Clinton/id-d512d2076b65447f8ecc8b935c8e1b7d,ap,Health Care,12.3,11.2
3065,"Clinton, Cruz fight headwinds in final push through Iowa",http://www.politico.com/story/2016/01/iowa-caucuses-2016-homestretch-218427,politico,Campaign Finance,9.1,10.4
3068,Clinton defends progressive record against Sanders critique,http://hosted2.ap.org/APDEFAULT/386c25518f464186bf7a2ac026580ce7/Article_2016-02-03-US--DEM%202016-Clinton/id-041f7eaffee7406790de7556f2871c07,ap,Campaign Finance,9.1,9.2
3070,Clinton denounces immigration raids,http://www.politico.com/story/2016/01/hillary-clinton-immigration-raids-217602,politico,Immigration,9.9,12.4
3072,Clinton: Email classification changes 'nothing',http://www.politico.com/story/2016/01/hillary-clinton-email-top-secret-classification-218030,politico,Abortion,9.9,12.4
3073,Clinton email prober had deeper role in inquiry into 2000 Clinton campaign,http://www.politico.com/blogs/under-the-radar/2016/01/clinton-email-prober-had-deeper-role-in-inquiry-into-2000-clinton-campaign-218407,politico,Campaign Finance,9.9,11.2
3084,"Clinton focuses on general, while Sanders sticks to script",http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-02-29-US--DEM%202016/id-372cb532a8264c3296e5c4563221abd8,ap,Campaign Finance,13.0,12.0
3089,Clinton goes on attack against Sanders in combative presidential debate,http://feeds.reuters.com/~r/reuters/MostRead/~3/evSa4Xo6VpY/story01.htm,reuters,Campaign Finance,10.7,9.6
3091,Clinton: GOP calls to block Obama court nominee are ‘outrageous’,http://www.politico.com/story/2016/02/hillary-clinton-antonin-scalia-death-219263,politico,Foreign Policy/National Security,9.1,10.4
3095,Clinton hits Sanders: 'A president has to deliver in reality',http://www.politico.com/story/2016/01/hillary-clinton-bernie-sanders-presidency-218066,politico,Health Care,9.1,11.6
3098,Clinton: I didn't generate any 'top secret' emails,http://www.politico.com/story/2016/01/hillary-clinton-top-secret-emails-218458,politico,Campaign Finance,7.6,10.0
3103,Clinton: 'I know what it is like to come from behind and win in New Hampshire',http://www.cnn.com/2016/01/22/politics/hillary-clinton-new-hampshire-bernie-sanders/index.html,cnn,Abortion,13.0,13.2
3104,Clinton: I'm the one who can make things happen,http://www.politico.com/story/2016/01/hillary-clinton-on-this-week-218477,politico,Campaign Finance,7.9,10.4
3108,Clinton knocks Sanders' 'details to be forthcoming' health care plan,http://www.cnn.com/2016/01/15/politics/hillary-clinton-bernie-sanders-health-care-plan/index.html,cnn,Health Care,11.1,12.4
3109,Clinton launches closing ad against Sanders,http://www.cnn.com/2016/01/27/politics/hillary-clinton-ad-bernie-sanders/index.html,cnn,Foreign Policy/National Security,11.1,12.4
3110,Clinton Library set to release Donald Trump records,http://www.politico.com/blogs/under-the-radar/2016/01/clinton-library-set-to-release-donald-trump-records-218007,politico,Abortion,7.2,9.6
3118,Clinton makes a rare admission: 'Trump's right',http://www.politico.com/story/2016/01/hillary-clinton-trump-right-217848,politico,Campaign Finance,9.5,12.0
3120,Clinton needles Rubio on debate performance,http://www.politico.com/story/2016/02/clinton-needles-rubio-on-debate-performance-218895,politico,Abortion,7.6,10.0
3146,Clinton rolls out special character witness,http://www.politico.com/story/2016/01/hillary-clinton-iowa-friend-ebeling-218491,politico,Campaign Finance,6.8,9.2
3151,Clinton Run Shows Age Rift Among Women,http://www.nytimes.com/2016/02/17/us/hillary-clintons-candidacy-reveals-generational-schism-among-women.html,nyt,Abortion,9.1,9.2
3155,"Clinton, Sanders blaze different trails on Supreme Court nomination",http://www.politico.com/story/2016/02/hillary-clinton-bernie-sanders-supreme-court-nomination-219351,politico,Abortion,9.9,11.2
3161,"Clinton, Sanders clash on ObamaCare in opening shots of Dem debate",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/ymd-iMELcmo/clinton-faces-sanders-at-first-debate-since-nh-defeat.html,fox,Health Care,10.3,9.2
3162,"Clinton, Sanders clash over minorities, money _ and Obama",http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-11-US--DEM%202016-Debate/id-4347c45583fb44e0a2aaeae8ab0edb31,ap,Foreign Policy/National Security,12.7,11.6
3163,"Clinton, Sanders clash over ties to Wall Street at Democratic debate",http://www.foxnews.com/politics/2016/02/11/dem-debate-clinton-sanders-clash-over-wall-street-ties.html,fox,Campaign Finance,8.4,8.4
3164,"Clinton, Sanders court diverse Nevada voters as race tightens",http://www.mcclatchydc.com/news/politics-government/election/article60405551.html,mcclatchy,Immigration,10.7,9.6
3165,Clinton-Sanders debate turns personal as primary looms,http://www.mcclatchydc.com/news/politics-government/election/article58578643.html,mcclatchy,Financial Regulation,10.3,10.4
3175,"Clinton, Sanders Play Up Wall Street Crackdown Plans",http://blogs.wsj.com/washwire/2016/01/23/clinton-sanders-play-up-wall-street-crackdown-plans/,wsj,Campaign Finance,6.8,8.0
3181,"Clinton, Sanders take new combative tone into first one-on-one debate",http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/hrpOkjUxG78/story01.htm,reuters,Financial Regulation,12.3,11.2
3189,Clinton says Sanders is flunking on foreign policy,http://www.politico.com/story/2016/02/democratic-debate-2016-foreign-policy-218799,politico,Foreign Policy/National Security,7.2,9.6
3199,"Clinton sharpens attacks as she loses ground in Iowa, NH",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/eOFCjaFb8PQ/clinton-sharpens-attacks-as-loses-ground-in-iowa-nh.html,fox,Abortion,11.5,11.6
3201,"Clinton sharpens tone at last debate before Iowa, Sanders claims ‘momentum’",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/d7K94BYnlm4/clinton-sharpens-tone-at-last-debate-before-iowa-sanders-claims-momentum.html,fox,Health Care,10.7,9.6
3203,Clinton’s health-care assault on Sanders backfires,http://www.politico.com/story/2016/01/hillary-clinton-bernie-sanders-health-care-217789,politico,Health Care,11.1,11.2
3211,"Clintons Press Panic Button With Sanders At Their Nevada ""Firewall""",http://www.huffingtonpost.com/william-bradley/clintons-press-panic-butt_b_9230050.html,huffpo,Campaign Finance,11.5,10.4
3212,"Clintons's $200,000 an Hour Pay From Goldman Sachs is Nothing to Laugh At",http://www.huffingtonpost.com/miles-mogulescu/clintonss-200000-an-hour_b_9069720.html,huffpo,Financial Regulation,15.8,14.8
3213,Clinton’s S.C. director cautions about money in politics,http://www.mcclatchydc.com/news/politics-government/election/article61281852.html,mcclatchy,Campaign Finance,11.9,10.8
3215,Clinton’s tenuous grasp on Iowa polls,http://www.politico.com/story/2016/01/hillary-clinton-iowa-polling-sanders-217381,politico,Campaign Finance,10.7,12.0
3220,Clinton super PAC gets big donor boost,http://www.cnn.com/2016/02/20/politics/clinton-campaign-donations-super-pac/index.html,cnn,Campaign Finance,8.0,8.0
3221,Clinton Super PAC Ramps Up Spending Ahead of Next Round of Primaries,http://blogs.wsj.com/washwire/2016/02/12/clinton-super-pac-ramps-up-spending-ahead-of-next-round-of-primaries/,wsj,Campaign Finance,8.4,8.4
3228,Clinton targets Valeant price hikes in campaign appearance,http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/ZKUPPLIGa2I/story01.htm,reuters,Health Care,9.5,8.4
3229,Clinton Tax Plan Would Raise $498 Billion but Hinder GDP Growth — Analysis,http://blogs.wsj.com/washwire/2016/01/26/clinton-tax-plan-would-raise-498-billion-but-hinder-gdp-growth-report/,wsj,Health Care,11.5,10.4
3235,Clinton to Iowans: Time to 'get real' about Sanders,http://www.politico.com/story/2016/01/hillary-clinton-bernie-sanders-217626,politico,Health Care,13.4,14.8
3237,Clinton to Planned Parenthood: 'I will always have your back',http://www.cnn.com/2016/01/10/politics/clinton-planned-parenthood/index.html,cnn,Abortion,13.8,12.8
3254,"Clinton writes campaign script in policy, Trump in headlines",http://www.mcclatchydc.com/news/politics-government/election/article55938835.html,mcclatchy,Health Care,13.4,12.4
3259,"Conservative group: Clinton tax plan would hit top 1%, economic growth",http://www.cnn.com/2016/01/26/politics/hillary-clinton-tax-plan-report/index.html,cnn,Health Care,9.5,9.6
3263,Critics Pounce on Madeleine Albright’s Exhortation to Women to Back Clinton,http://blogs.wsj.com/washwire/2016/02/06/critics-pounce-on-madeleine-albrights-exhortation-to-women-to-back-clinton/,wsj,Campaign Finance,6.0,7.2
3268,"Cruz, Clinton in best financial shape headed into voting",http://www.politico.com/story/2016/02/iowa-caucus-candidate-financial-analysis-218515,politico,Campaign Finance,9.1,10.4
3269,"Cruz, Clinton winning SC money fight",http://www.mcclatchydc.com/news/politics-government/election/article58566003.html,mcclatchy,Campaign Finance,8.0,8.0
3282,"Debate Takeaways: Clinton, Sanders appeal to SC, Nevada",http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-11-US--DEM%202016-Debate-Takeaways/id-d48bdc1e011644158190c3e22f033ddc,ap,Health Care,13.0,12.0
3284,"Democratic debate: It's Hillary Clinton who can win and govern, not Bernie Sanders",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/EgUAPc4QAIo/democratic-debate-its-hillary-clinton-who-can-win-and-govern-not-bernie-sanders.html,fox,Foreign Policy/National Security,9.5,9.6
3286,Democratic hopeful Sanders attacks Clinton's 'progressive' credentials,http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/b0qCf_oiWxg/story01.htm,reuters,Campaign Finance,10.7,9.6
3290,"DEMOCRATS DISSENT Clinton breaks with Obama, opposes deportation raids",http://www.foxnews.com/politics/2016/01/12/hillary-clinton-comes-out-against-deportation-raids-in-break-with-obama.html,fox,Immigration,9.5,8.4
3291,"Democrats hold key debate amid feuding over Sanders' medical records - Clinton says FBI has not contacted her about emails - At Tea Party rally in South Carolina, top GOP candidates make pitch for support - CAMPAIGN 2016 LIVE BLOG",http://www.foxnews.com/politics/2016/01/17/democrats-hold-key-debate-amid-feuding-over-sanders-medical-records.html,fox,Campaign Finance,12.3,11.2
3301,"DIFFERENCES UNDEFINED? Clinton, Sanders unite in police criticism, campaign rules amid testy debate",http://www.foxnews.com/politics/2016/02/11/differences-undefined-clinton-sanders-unite-in-police-criticism-amid-testy-debate.html,fox,Campaign Finance,8.7,8.8
3307,"Donald Trump Reportedly Says He's With Hillary Clinton, Bernie Sanders On Drug Pricing",http://www.huffingtonpost.com/2016/01/26/trump-drug-prices-hillary-bernie_n_9080186.html,huffpo,Health Care,10.3,9.2
3309,Editorial: Hillary Clinton for the Democratic Nomination,http://www.nytimes.com/2016/01/31/opinion/sunday/hillary-clinton-endorsement.html,nyt,Financial Regulation,11.5,10.4
3313,Elizabeth Warren Highlights Key Weakness in Clinton's Wall Street Donation Defense,http://www.huffingtonpost.com/liam-miller/elizabeth-warren-hillary-clinton_b_9346302.html,huffpo,Financial Regulation,10.3,10.4
3317,"Essential Politics: New Hampshire voters get chance to question Clinton, Sanders",http://www.latimes.com/la-pol-essential-politics-20160203-story.html,latimes,Campaign Finance,10.7,9.6
3320,Exclusive: Clinton plans ad blitz as primaries kick off - campaign document,http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/EzdouH9Uwyw/story01.htm,reuters,Campaign Finance,11.1,11.2
3325,Fact Checking Donald Trump on Iran and Chelsea Clinton on Health Care,http://www.cnn.com/2016/01/22/politics/fact-check-trump-iran-clinton-health-care-tapper-origwx-pk/index.html,cnn,Health Care,8.0,8.0
3336,First Draft: Bernie Sanders Accuses Hillary Clinton of Copying His Message,http://www.nytimes.com/politics/first-draft/2016/02/22/bernie-sanders-accuses-hillary-clinton-of-copying-his-message/,nyt,Campaign Finance,7.6,7.6
3337,First Draft: Bernie Sanders Raised More Money in January Than Hillary Clinton,http://www.nytimes.com/politics/first-draft/2016/02/04/bernie-sanders-raised-more-money-in-january-than-hillary-clinton/,nyt,Campaign Finance,8.4,7.2
3341,"First Draft: Chelsea Clinton, Again Her Mother’s Surrogate, Takes Up the Fight Against Bernie Sanders",http://www.nytimes.com/politics/first-draft/2016/01/12/chelsea-clinton-again-her-mothers-surrogate-takes-up-the-fight-against-bernie-sanders/,nyt,Health Care,8.7,8.8
3343,First Draft: Chris Christie Says Hillary Clinton Would Cut Marco Rubio’s ‘Heart Out’,http://www.nytimes.com/politics/first-draft/2016/01/07/chris-christie-says-hillary-clinton-would-cut-marco-rubios-heart-out/,nyt,Campaign Finance,7.6,7.6
3344,First Draft: Clinton and Sanders Reach Out to Latino Voters in Las Vegas,http://www.nytimes.com/politics/first-draft/2016/02/19/clinton-and-sanders-reach-out-to-latino-voters-in-las-vegas/,nyt,Immigration,11.9,12.0
3345,First Draft: Clinton Campaign Rebuffs Sanders on Latino Vote in Nevada,http://www.nytimes.com/politics/first-draft/2016/02/21/clinton-campaign-enlists-polling-firm-to-try-and-rebut-sanders-claim-on-winning-latino-vote-in-nevada/,nyt,Immigration,9.5,9.6
3346,"First Draft: Clinton, Sanders and O’Malley Save Sharpest Jabs for G.O.P. in Vegas",http://www.nytimes.com/politics/first-draft/2016/01/07/clinton-sanders-and-omalley-save-sharpest-jabs-for-g-o-p-in-vegas/,nyt,Immigration,8.7,8.8
3349,First Draft: Digital Ads for Hillary Clinton Focus on Young Women and Equal Pay,http://www.nytimes.com/politics/first-draft/2016/02/29/digital-ads-for-hillary-clinton-focus-on-young-women-and-equal-pay/,nyt,Campaign Finance,9.5,9.6
3352,First Draft: George Soros Donated Millions to Pro-Hillary Clinton Group in 2015,http://www.nytimes.com/politics/first-draft/2016/02/01/george-soros-donated-millions-to-pro-hillary-clinton-group-in-2015/,nyt,Campaign Finance,7.2,7.2
3353,"First Draft: ‘Hillarycare’ Failed, But Hillary Clinton Reminds Voters She Tried",http://www.nytimes.com/politics/first-draft/2016/01/23/hillarycare-failed-but-hillary-clinton-reminds-voters-she-tried/,nyt,Health Care,8.4,8.4
3355,First Draft: Hillary Clinton Criticizes Bernie Sanders and Ted Cruz on Healthcare,http://www.nytimes.com/politics/first-draft/2016/01/30/hillary-clinton-criticizes-bernie-sanders-and-ted-cruz-on-healthcare/,nyt,Health Care,6.4,7.6
3356,First Draft: Hillary Clinton Defends Speaking Fees Paid by Wall Street Firms,http://www.nytimes.com/politics/first-draft/2016/01/22/hillary-clinton-defends-speaking-fees-paid-by-wall-street-firms/,nyt,Financial Regulation,8.7,10.0
3357,First Draft: Hillary Clinton Dismisses Bernie Sanders’s Criticism of Groups Backing Her,http://www.nytimes.com/politics/first-draft/2016/01/20/hillary-clinton-dismisses-bernie-sanderss-criticism-of-groups-backing-her/,nyt,Abortion,9.9,10.0
3359,First Draft: Hillary Clinton Leads in Fund-Raising From Lobbyists,http://www.nytimes.com/politics/first-draft/2016/02/01/hillary-clinton-leads-in-fund-raising-from-lobbyists/,nyt,Campaign Finance,10.3,9.2
3361,First Draft: Hillary Clinton Promises Not to Be ‘Deporter in Chief’,http://www.nytimes.com/politics/first-draft/2016/01/12/hillary-clinton-promises-not-to-be-deporter-in-chief/,nyt,Immigration,8.4,8.4
3364,First Draft: Hillary Clinton’s Campaign Seeks to Portray Bernie Sanders as a Deceptive Candidate,http://www.nytimes.com/politics/first-draft/2016/02/07/hillary-clintons-campaign-seeks-to-portray-bernie-sanders-as-a-deceptive-candidate/,nyt,Campaign Finance,8.4,8.4
3365,First Draft: Hillary Clinton Tells Democrats in Iowa: ‘I Need You’,http://www.nytimes.com/politics/first-draft/2016/01/04/hillary-clinton-tells-democrats-in-iowa-i-need-you/,nyt,Health Care,5.6,6.8
3366,First Draft: Hillary Clinton to Highlight Core Supporters on Anniversary of Roe v. Wade,http://www.nytimes.com/politics/first-draft/2016/01/22/hillary-clinton-to-highlight-core-supporters-on-anniversary-of-roe-v-wade/,nyt,Abortion,8.7,8.8
3367,First Draft: Hillary Clinton to Open Asian-American Outreach Effort in California,http://www.nytimes.com/politics/first-draft/2016/01/07/hillary-clinton-to-open-asian-american-outreach-effort-in-california/,nyt,Immigration,9.5,8.4
3370,First Draft: Major Donors to Clinton Include Napster Co-Founder,http://www.nytimes.com/politics/first-draft/2016/02/14/major-donors-to-clinton-include-napster-co-founder/,nyt,Campaign Finance,10.3,9.2
3373,"First Draft: Planned Parenthood, In Its First Primary Endorsement, Backs Hillary Clinton",http://www.nytimes.com/politics/first-draft/2016/01/07/planned-parenthood-in-its-first-primary-endorsement-backs-hillary-clinton/,nyt,Abortion,11.9,10.8
3374,First Draft: ‘Super PAC’ Backing Hillary Clinton Says It Will Raise More Than It Did in ’12,http://www.nytimes.com/politics/first-draft/2016/01/29/super-pac-backing-hillary-clinton-says-it-is-raising-more-than-it-did-for-obama/,nyt,Campaign Finance,13.0,12.0
3377,First on CNN: Conservative super PAC to air ad hitting Clinton on paid speech transcripts,http://www.cnn.com/2016/02/26/politics/hillary-clinton-pac-ad-speech-transcripts/index.html,cnn,Campaign Finance,9.9,10.0
3379,Former HHS Secretary Sebelius endorses Clinton,http://www.politico.com/blogs/2016-dem-primary-live-updates-and-results/2016/02/kathleen-sebelius-hillary-clinton-219623,politico,Foreign Policy/National Security,10.3,12.8
3388,George Soros contributed $8 million to pro-Clinton super PACs in 2015,http://feeds.foxnews.com/~r/foxnews/politics/~3/XggYqY4DTYQ/george-soros-contributed-8-million-to-pro-clinton-super-pacs-in-2015.html,fox,Campaign Finance,9.5,8.4
3393,GOP Debate Analysis; Is Hillary Clinton in Trouble in Nevada?,http://feeds.foxnews.com/~r/foxnews/national/~3/XaQTt2gL9oY/gop-debate-analysis-is-hillary-clinton-in-trouble-in-nevada.html,fox,Foreign Policy/National Security,9.1,9.2
3402,"Health Care Politics Hurt Clinton For Years, Then Saved Her In Iowa",http://www.huffingtonpost.com/2016/02/01/hillary-clinton-iowa-health-care_n_9138492.html,huffpo,Health Care,8.4,8.4
3405,Here's The Clinton-Sanders Health Care Fight In One Exchange,http://www.huffingtonpost.com/2016/02/04/clinton-sanders-health-care_n_9164038.html,huffpo,Health Care,10.7,9.6
