,title,url,org,top_topic,flesch,gunning_fog
185,"Capital Journal Daybreak: Poll: Trump Widens His Lead in GOP Race, More",http://blogs.wsj.com/washwire/2016/01/15/capital-journal-debate-defined-by-trump-cruz-clash-poll-trump-widens-his-lead-in-gop-race-health-care-fight-bruises-both-clinton-and-sanders-lobbyists-turn-to-statehouses/,wsj,Foreign Policy/National Security,9.9,8.8
186,"Capital Journal Daybreak: The Impact of a Trumpless Debate, More",http://blogs.wsj.com/washwire/2016/01/29/capital-journal-issues-stand-out-at-gop-debate-without-trump-white-house-weighs-stepping-up-fight-against-isis-obama-plan-would-force-pay-disclosures-by-gender/,wsj,Foreign Policy/National Security,10.3,9.2
187,"Capital Journal Daybreak: Trump, Cruz Fight on GOP’s Right Flank, More",http://blogs.wsj.com/washwire/2016/01/19/capital-journal-trump-cruz-fight-on-gops-right-flank/,wsj,Foreign Policy/National Security,10.7,9.6
190,"Carlos Santana, Zoe Saldana and other Latinos say Rubio and Bush belong to the 'party of Trump'",http://www.latimes.com/la-pol-prez-latino-celebrities-donald-trump-gop-race-20160211-story.html,latimes,Immigration,12.7,11.6
212,Christian conservatives react to Pope questioning Donald Trump's faith,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/ncZ8sX0gXtk/christian-conservatives-react-to-pope-questioning-donald-trumps-faith.html,fox,Foreign Policy/National Security,10.3,10.4
219,Christie Splits With His Past in Backing Trump,http://www.nytimes.com/2016/02/29/us/politics/chris-christie-donald-trump.html,nyt,Campaign Finance,7.2,7.2
224,"Citing 'Two Corinthians,' Trump Struggles To Make The Sale To Evangelicals",http://www.npr.org/2016/01/18/463528847/citing-two-corinthians-trump-struggles-to-make-the-sale-to-evangelicals,npr,Immigration,8.7,8.8
234,"Clinton campaign ad targets Trump, Cruz on foreign policy",http://www.politico.com/story/2016/01/new-clinton-ad-217538,politico,Foreign Policy/National Security,7.9,10.4
241,Clinton Library set to release Donald Trump records,http://www.politico.com/blogs/under-the-radar/2016/01/clinton-library-set-to-release-donald-trump-records-218007,politico,Abortion,7.2,9.6
244,Clinton makes a rare admission: 'Trump's right',http://www.politico.com/story/2016/01/hillary-clinton-trump-right-217848,politico,Campaign Finance,9.5,12.0
257,"Clinton writes campaign script in policy, Trump in headlines",http://www.mcclatchydc.com/news/politics-government/election/article55938835.html,mcclatchy,Health Care,13.4,12.4
266,Comparing Trump to Hitler Is Worst Kind of Hate Speech,http://www.huffingtonpost.com/james-marshall-crotty/comparing-trump-to-hitler_b_9334668.html,huffpo,Immigration,14.2,12.0
272,Conservative group takes aim at Trump in new campaign,http://www.cnn.com/2016/02/26/politics/conservative-group-donald-trump-campaign/index.html,cnn,Foreign Policy/National Security,8.7,10.0
273,Contributing Op-Ed Writer: Ads From Donald Trump and Ted Cruz Play to Racist Fears,http://www.nytimes.com/2016/01/12/opinion/campaign-stops/ads-from-donald-trump-and-ted-cruz-play-to-racist-fears.html,nyt,Immigration,8.4,8.4
281,Court rejects Trump's bid to throw out Trump University case,http://www.politico.com/story/2016/03/trump-university-lawsuit-proceeds-220038,politico,Campaign Finance,11.1,12.4
286,Cruz aims to put Trump on defensive over abortion,http://www.cnn.com/2016/02/16/politics/ted-cruz-donald-trump-abortion-south-carolina-videos/index.html,cnn,Abortion,12.3,11.2
287,Cruz and Rubio release tax returns and demand Trump do the same,http://www.latimes.com/la-na-cruz-rubio-taxes-20160227-story.html,latimes,Campaign Finance,8.7,8.8
289,Cruz and Rubio stake out space on Trump’s right,http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/02/cruz-rubio-trump-2016-gop-debate-219822,politico,Immigration,6.4,10.0
292,Cruz and Trump poised for the ugliest debate yet,http://www.politico.com/story/2016/02/donald-trump-ted-cruz-south-carolina-debate-219237,politico,Abortion,9.5,10.8
294,Cruz and Trump take different paths to Iowa voters,http://www.latimes.com/la-na-trump-cruz-iowa-20160109-story.html,latimes,Immigration,8.4,8.4
297,Cruz begins New Hampshire push amid Trump drama,http://www.cnn.com/2016/01/17/politics/ted-cruz-donald-trump-new-hampshire/index.html,cnn,Immigration,9.5,10.8
298,Cruz calls on Trump to release NYT recordings,http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/02/cruz-trump-new-york-times-recordings-219990,politico,Immigration,7.9,10.4
302,Cruz challenges Trump to one-on-one debate,http://www.politico.com/story/2016/01/ted-cruz-donald-trump-218266,politico,Campaign Finance,9.9,11.2
304,Cruz dares Trump to sue him over abortion ad - Trump towers: GOP primary leader hits polling high - FOX NEWS FIRST: Cruz falls under Trump pummeling - Vatican hits Trump's criticism of pope's trip,http://www.foxnews.com/politics/2016/02/17/cruz-dares-trump-to-sue-him-over-abortion-ad-vows-to-run-it-more-frequently.html,fox,Abortion,9.5,9.6
305,"Cruz dares Trump to sue him over abortion ad, vows to run it 'more frequently'",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/so5MLPRJxmU/cruz-dares-trump-to-sue-him-over-abortion-ad-vows-to-run-it-more-frequently.html,fox,Abortion,9.5,9.6
314,"Cruz hits Trump on immigration, eminent domain in New Hampshire",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/R1sTnluBYv0/cruz-hits-trump-on-immigration-eminent-domain-in-new-hampshire.html,fox,Immigration,12.3,12.4
318,Cruz knocks Trump in Georgia appearance,http://www.mcclatchydc.com/news/politics-government/article62923177.html,mcclatchy,Foreign Policy/National Security,7.2,7.2
324,"Cruz not standing for Rubio, Trump calling him a liar",http://hosted2.ap.org/apdefault/89ae8247abe8493fae24405546e9a1aa/Article_2016-02-15-US--GOP%202016-Cruz/id-0805872e388c4be9aecc31010f64ba68,ap,Abortion,11.1,10.0
338,"Cruz, Rubio release tax filings to 'pressure' Trump and other candidates",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/TAmRQkJs2_8/cruz-rubio-release-tax-filings-to-pressure-trump-and-other-candidates.html,fox,Abortion,11.9,12.0
340,"Cruz, Rubio tensions flare at Trump-less GOP debate",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/Y4rSR6dvClw/cruz-rubio-tensions-flare-at-trump-less-gop-debate.html,fox,Immigration,9.1,9.2
341,Cruz says he welcomes 'establishment' backing Trump,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-20-US-GOP-2016-Cruz/id-68b80c3862db47d4967878a50c42a107,ap,Foreign Policy/National Security,7.6,7.6
346,Cruz seizes on eminent domain for contrast with Trump in New Hampshire,http://www.cnn.com/2016/01/22/politics/cruz-eminent-domain-trump/index.html,cnn,Foreign Policy/National Security,12.6,12.8
349,Cruz skewers Trump’s sister in Supreme Court debate,http://www.politico.com/blogs/south-carolina-primary-2016-live-updates-and-results/2016/02/cruz-skewers-trumps-sister-in-supreme-court-debate-219303,politico,Abortion,8.3,9.6
351,"Cruz, 'super' PACs pummeled Trump on Iowa airwaves with ads",http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-02-08-US--GOP%202016-Television%20Ads/id-701e01eb7b954954a0c3255599ef0d7f,ap,Campaign Finance,8.4,8.4
362,Cruz to Trump: So sue me already,http://www.cnn.com/2016/02/17/politics/ted-cruz-donald-trump-marco-rubio-south-carolina/index.html,cnn,Abortion,9.1,9.2
372,Cruz-Trump-Rubio attack each other in sprint to Iowa finish,http://www.mcclatchydc.com/news/nation-world/national/article57640773.html,mcclatchy,Immigration,8.7,8.8
373,Cruz: Trump should ask New York Times to release 'secret tape',http://www.cnn.com/2016/02/29/politics/ted-cruz-new-york-times-immigration-tape/index.html,cnn,Immigration,9.1,9.2
377,Cruz tweet implies Trump has jumped the shark,http://www.politico.com/story/2016/01/donald-trump-ted-cruz-jump-shark-217390,politico,Campaign Finance,8.7,11.2
378,"Cruz, two super PACs hit Trump on abortion, 'New York values'",http://www.cnn.com/2016/01/25/politics/cruz-trump-abortion-new-york-values/index.html,cnn,Campaign Finance,10.3,11.6
380,"Cruz: 'Washington establishment' backs Trump, has abandoned Rubio",http://www.politico.com/story/2016/01/ted-cruz-establishment-trump-rubio-218047,politico,Abortion,7.2,9.6
383,Dan Snyder's wife donated to Donald Trump,http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/02/snyder-trump-donation-219876,politico,Campaign Finance,7.2,9.6
384,"David Duke says he likes, will vote for, but didn’t endorse Donald Trump",http://www.mcclatchydc.com/news/politics-government/election/article63369587.html,mcclatchy,Immigration,9.9,10.0
389,"Debate another chance for Rubio, Cruz to try to slow Trump",http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-25-US--GOP%202016-Debate/id-0feb6be18da64190aec4681ff5d71029,ap,Health Care,11.1,10.0
390,Debate brawl: Rubio and Cruz go hard after Trump,http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-25-US--GOP%202016-Debate/id-9f355c14ae49474dbdde9f409b1a938a,ap,Immigration,9.1,9.2
394,"DEBATE OPINION It's a Trump, Cruz race and 4 other things we learned",http://www.foxnews.com/opinion/2016/01/15/its-down-to-trump-vs-cruz-plus-four-more-things-learned-at-2016s-first-gop-debate.html,fox,Campaign Finance,7.6,7.6
396,"DEBATE OPINION  Trump's absence leaves trio of winners, two losers",http://www.foxnews.com/opinion/2016/01/29/fox-news-republican-debate-trumps-absence-leaves-three-winners-and-two-losers.html,fox,Foreign Policy/National Security,6.4,6.4
404,Democrats No Longer View Donald Trump As A Joke,http://www.huffingtonpost.com/2016/02/24/harry-reid-donald-trump_n_9310064.html,huffpo,Immigration,9.9,8.8
408,Desperate towel-snapping as GOP candidates try to take down Trump,http://www.latimes.com/la-na-debate-analysis-20160226-story.html,latimes,Immigration,10.7,10.8
416,Donald Trump Accuses George W. Bush Of Lying To Invade Iraq,http://www.huffingtonpost.com/2016/02/13/donald-trump-george-bush-iraq-invasion_n_9229948.html,huffpo,Foreign Policy/National Security,5.6,6.8
417,Donald Trump Accuses Ted Cruz of Stealing Iowa,http://blogs.wsj.com/washwire/2016/02/03/donald-trump-accuses-ted-cruz-of-stealing-iowa/,wsj,Abortion,6.4,7.6
420,Donald Trump Actually Channeled Jon Stewart During The GOP Debate,http://www.huffingtonpost.com/2016/01/15/donald-trump-jon-stewart-debate_n_8991998.html,huffpo,Immigration,7.6,7.6
421,Donald Trump Actually Reversed Support For Late-Term Abortion In 2000,http://www.buzzfeed.com/andrewkaczynski/donald-trump-actually-reversed-support-for-partial-birth-abo,buzzfeed,Abortion,11.9,12.0
425,Donald Trump airs first TV campaign ad,http://www.mcclatchydc.com/news/politics-government/election/article52900230.html,mcclatchy,Foreign Policy/National Security,9.9,11.2
431,Donald Trump and Billy Graham Share Same Biblical Style in Spirit,http://www.huffingtonpost.com/noel-irwin-hentschel/donald-trump-and-billy-gr_b_9032432.html,huffpo,Immigration,10.3,9.2
434,Donald Trump and Ted Cruz attack in dueling TV ads to win over Iowa conservatives,http://www.latimes.com/la-na-trump-cruz-iowa-20160123-story.html,latimes,Immigration,9.5,9.6
437,Donald Trump and the Art of the Mideast Peace Deal,http://blogs.wsj.com/washwire/2016/02/22/donald-trump-and-the-art-of-the-mideast-peace-deal/,wsj,Foreign Policy/National Security,8.4,8.4
440,Donald Trump and the Lessons of Wharton,http://www.huffingtonpost.com/david-trone/donald-trump-and-the-less_b_9203614.html,huffpo,Health Care,11.1,10.0
441,Donald Trump and Univision settle lawsuit over Miss Universe pageant,http://www.latimes.com/la-et-ct-donald-trump-univision-settle-lawsuit-20160211-story.html,latimes,Immigration,11.5,11.6
444,Donald Trump Aspired To Be President John Kerry’s Envoy To The Middle East,http://www.buzzfeed.com/andrewkaczynski/trump-once-said-john-kerry-would-make-him-middle-envoy-sayin,buzzfeed,Foreign Policy/National Security,15.0,14.0
451,Donald Trump Booed During Debate Spat With Jeb Bush,http://www.huffingtonpost.com/2016/02/13/donald-trump-jeb-bush-debate_n_9229914.html,huffpo,Foreign Policy/National Security,6.8,6.8
463,"Donald Trump Came In Second, But The Republican Establishment Still Lost",http://www.huffingtonpost.com/2016/02/01/donald-trump-iowa_n_9136596.html,huffpo,Immigration,8.7,8.8
468,Donald Trump could hurt - and help - key congressional races in California,http://www.latimes.com/la-pol-ca-california-politics-trump-20160228-story.html,latimes,Immigration,11.1,10.0
469,Donald Trump Credits (Blames?) Iran Nuclear Deal for U.S. Sailors’ Quick Release from Detention,http://blogs.wsj.com/washwire/2016/01/13/donald-trump-credits-blames-iran-nuclear-deal-for-u-s-sailors-quick-release-from-detention/,wsj,Foreign Policy/National Security,11.1,10.0
473,Donald Trump Derides Ted Cruz as ‘Nasty Guy’ Who ‘Tells Lies’,http://blogs.wsj.com/washwire/2016/01/25/donald-trump-derides-ted-cruz-as-nasty-guy-who-tells-lies/,wsj,Campaign Finance,6.4,7.6
474,"Donald Trump, Despite Impieties, Wins Hearts of Evangelical Voters",http://www.nytimes.com/2016/02/28/us/politics/donald-trump-despite-impieties-wins-hearts-of-evangelical-voters.html,nyt,Abortion,8.7,8.8
482,Donald Trump: Establishment 'warming up' to me,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-22-US--GOP%202016-Trump/id-933a6599e88b46a6843b4d0019065588,ap,Foreign Policy/National Security,9.5,8.4
486,Donald Trump Facing Off Against Bernie Sanders Is The Joker vs. Robin Hood,http://www.huffingtonpost.com/2016/02/20/donald-trump-bernie-sanders-popularity-reasons_n_9283364.html,huffpo,Immigration,8.7,8.8
488,Donald Trump Fires Back at Sharp Rebuke by Pope Francis,http://www.nytimes.com/2016/02/19/us/politics/donald-trump-fires-back-at-sharp-rebuke-by-pope-francis.html,nyt,Foreign Policy/National Security,9.9,10.0
491,Donald Trump Gets His Feelings Hurt In Raucous Republican Debate,http://www.buzzfeed.com/mckaycoppins/donald-trump-gets-his-feelings-hurt-in-raucous-republican-de,buzzfeed,Campaign Finance,18.5,16.4
494,Donald Trump goes on attack at Republican debate,http://www.cnn.com/2016/02/14/opinions/republican-debate-south-carolina-stanley/index.html,cnn,Abortion,8.0,8.0
497,"Donald Trump Has Led The Polls For Months, And Barely Any Money Has Been Spent Attacking Him",http://www.huffingtonpost.com/2016/01/05/donald-trump-attack-ads_n_8918142.html,huffpo,Campaign Finance,8.7,8.8
498,Donald Trump helps rally Iowa's Latinos - mostly to caucus against him,http://www.latimes.com/la-na-0127-trump-iowa-latinos-20160127-story.html,latimes,Immigration,11.5,10.4
499,Donald Trump helps rally Iowa's Latinos — mostly to caucus against him,http://www.latimes.com/nation/immigration/la-na-0127-trump-iowa-latinos-20160127-story.html,latimes,Immigration,11.9,10.8
500,Donald Trump Highlights Anti-Muslim Stance In His First TV Ad,http://www.huffingtonpost.com/2016/01/04/donald-trump-tv-ad_n_8910784.html,huffpo,Immigration,10.7,10.8
501,Donald Trump holds 14-point lead over Ted Cruz in latest Fox News poll,http://www.cnn.com/2016/01/22/politics/donald-trump-ted-cruz-fox-news-poll/index.html,cnn,Foreign Policy/National Security,8.4,8.4
512,Donald Trump in Triage Mode After Shocking Conservatives With Health Care Comments,http://www.nytimes.com/2016/02/20/us/politics/donald-trump-in-triage-mode-after-shocking-conservatives-with-health-care-comments.html,nyt,Health Care,8.4,8.4
521,Donald Trump Is Forcing Ted Cruz to Rewrite His Playbook,http://www.nytimes.com/2016/01/21/us/politics/donald-trump-is-forcing-ted-cruz-to-rewrite-his-playbook.html,nyt,Campaign Finance,5.2,6.4
526,Donald Trump is mad that Chief Justice John Roberts isn't a partisan puppet,http://www.latimes.com/la-ol-trump-roberts-supreme-court-20160119-story.html,latimes,Health Care,11.9,10.8
529,Donald Trump Is Now Being Held Up As Literally The Face Of Racism,http://www.huffingtonpost.com/2016/03/01/donald-trump-racism-high-school-game_n_9360778.html,huffpo,Immigration,11.5,10.4
530,"Donald Trump Is Shocking, Vulgar and Right",http://www.politico.com/magazine/story/2016/01/donald-trump-is-shocking-vulgar-and-right-213572,politico,Abortion,7.6,7.6
531,Donald Trump just plain wrong on torture (opinion),http://www.cnn.com/2016/02/23/opinions/trump-torture-bergenas/index.html,cnn,Foreign Policy/National Security,11.9,9.6
538,Donald Trump Leads Georgia by Wide Margin,http://blogs.wsj.com/washwire/2016/02/25/donald-trump-leads-georgia-by-wide-margin/,wsj,Foreign Policy/National Security,4.1,5.2
540,"Donald Trump Likely Won Among Nevada Latinos, But Don't Read Too Much Into It",http://www.huffingtonpost.com/2016/02/24/donald-trump-latino-vote-nevada_n_9309606.html,huffpo,Immigration,10.3,8.0
541,Donald Trump: 'Lindsey Graham is a disgrace',http://www.cnn.com/2016/02/17/politics/donald-trump-attacks-lindsey-graham-in-south-carolina/index.html,cnn,Foreign Policy/National Security,8.4,8.4
558,Donald Trump Picks Up His First Congressional Endorsements,http://www.huffingtonpost.com/2016/02/24/donald-trump-first-congressional-endorsements_n_9306828.html,huffpo,Foreign Policy/National Security,9.9,8.8
562,Donald Trump Promises He'll 'Work Something Out' On Health Care,http://www.huffingtonpost.com/2016/01/31/donald-trump-health-care_n_9125306.html,huffpo,Health Care,7.6,7.6
568,Donald Trump Releases Second TV Ad in Iowa and New Hampshire,http://blogs.wsj.com/washwire/2016/01/15/donald-trump-releases-second-tv-ad-in-iowa-and-new-hampshire/,wsj,Campaign Finance,6.8,8.0
570,"Donald Trump Reportedly Says He's With Hillary Clinton, Bernie Sanders On Drug Pricing",http://www.huffingtonpost.com/2016/01/26/trump-drug-prices-hillary-bernie_n_9080186.html,huffpo,Health Care,10.3,9.2
573,"Donald Trump Runs First Negative TV Ad, Tarring Cruz as ‘Pro Amnesty’",http://blogs.wsj.com/washwire/2016/01/22/donald-trump-runs-first-negative-tv-ad-tarring-cruz-as-pro-amnesty/,wsj,Immigration,8.4,7.2
574,Donald Trump Says He Can't Be Bought. His Record Suggests He Can.,http://www.huffingtonpost.com/2016/01/28/donald-trump-foundation-charity_n_9106462.html,huffpo,Campaign Finance,11.5,10.4
577,Donald Trump Says He Doesn't Care About Suing Ted Cruz Anymore,http://www.buzzfeed.com/christophermassie/trump-doesnt-care-about-suing-ted-cruz-anymore,buzzfeed,Abortion,9.9,10.0
584,Donald Trump's Brutal Charm,http://www.huffingtonpost.com/jedediah-purdy/donald-trumps-brutal-char_b_9087518.html,huffpo,Immigration,10.7,9.6
585,"Donald Trump’s Campaign, Billed as Self-Funded, Risks Little of His Fortune",http://www.nytimes.com/2016/02/06/us/politics/donald-trumps-campaign-billed-as-self-funded-risks-little-of-his-fortune.html,nyt,Campaign Finance,6.8,8.0
586,Donald Trump's Campaign Doesn't Care That His New Ad Is Wildly Inaccurate,http://www.huffingtonpost.com/2016/01/04/donald-trump-ad-fact-check_n_8913326.html,huffpo,Immigration,9.1,9.2
593,Donald Trump's flashy Granite State ground game,http://www.cnn.com/2016/02/08/politics/donald-trump-ground-game-new-hampshire/index.html,cnn,Campaign Finance,9.9,10.0
594,Donald Trump's free media bonanza,http://www.politico.com/story/2016/01/donald-trump-free-tv-ad-217387,politico,Campaign Finance,9.9,11.2
596,Donald Trump Shifts to Small and Intimate From Big and Brash,http://blogs.wsj.com/washwire/2016/02/08/donald-trump-shifts-to-small-and-intimate-from-big-and-brash/,wsj,Foreign Policy/National Security,5.6,6.8
601,Donald Trump’s Immigration Message May Resound in New Hampshire,http://www.nytimes.com/2016/02/06/us/politics/donald-trumps-immigration-message-may-resound-in-new-hampshire.html,nyt,Immigration,8.0,8.0
603,Donald Trump's jet makes emergency landing in Tennessee,http://feeds.reuters.com/~r/Reuters/domesticNews/~3/DEfO8llGIo8/story01.htm,reuters,Immigration,9.2,6.8
607,Donald Trump's low-energy campaign,http://www.politico.com/story/2016/01/donald-trump-campaign-energy-217386,politico,Campaign Finance,9.5,10.8
608,Donald Trump’s Message Resonates With White Supremacists,http://www.nytimes.com/2016/03/01/us/politics/donald-trump-supremacists.html,nyt,Immigration,8.0,8.0
614,Donald Trump Stands By Planned Parenthood -- Except On Abortion,http://www.huffingtonpost.com/2016/02/21/donald-trump-planned-parenthood_n_9285172.html,huffpo,Abortion,7.6,7.6
617,Donald Trump's Unprecedented Politics,http://www.huffingtonpost.com/robert-slayton/unprecedented_b_9132564.html,huffpo,Immigration,10.3,9.2
619,Donald Trump supporters in South Carolina: 'We're voting with our middle finger',http://www.latimes.com/la-na-trump-south-carolina-20160216-story.html,latimes,Immigration,9.1,9.2
626,Donald Trump Takes His Campaign Against Ted Cruz To A New Low,http://www.huffingtonpost.com/2016/01/29/donald-trump-ted-cruz-anchor-baby_n_9115928.html,huffpo,Immigration,7.6,7.6
630,Donald Trump: 'Ted Cruz gave us Obamacare',http://www.cnn.com/2016/02/03/politics/donald-trump-ted-cruz-obamacare/index.html,cnn,Health Care,11.5,10.4
634,Donald Trump Tests Culture And Character Priorities For Evangelicals,http://www.npr.org/2016/01/31/465041922/donald-trump-tests-culture-and-character-priorities-for-evangelicals,npr,Abortion,9.9,10.0
644,Donald Trump Touted 9/11 But Never Supported The Bill To Help 9/11 Heroes,http://www.huffingtonpost.com/2016/01/14/donald-trump-911-bill_n_8985896.html,huffpo,Health Care,9.1,9.2
